Wavelength_nm,保护优先,展示优先,综合折中,D55
595,0.0423029113982,0.0901970035439,0.0892534555889,0.920013870532
596,0.0439686990553,0.0968913385375,0.0958755377913,0.923430266402
597,0.046395024792,0.104186653228,0.103099391187,0.926951655219
598,0.0496582674682,0.11206827472,0.110912338855,0.930124196498
599,0.0538713396009,0.120555444899,0.119335582744,0.933290398252
600,0.0591846623155,0.129706026764,0.128428854174,0.936592943206
601,0.0657859580764,0.139620155972,0.138294008781,0.9401061688
602,0.0738985937724,0.150442362514,0.149077093584,0.944480701315
603,0.0837781869165,0.162361666659,0.160968393195,0.949109509556
604,0.0957071947343,0.17560917339,0.174199982197,0.953679091006
605,0.109987246234,0.1904527565,0.189040377355,0.957995265157
606,0.12692905543,0.207188540168,0.205785999426,0.961158948469
607,0.146839871398,0.226129051043,0.224749318846,0.963795495967
608,0.170008575835,0.247588122171,0.246243767101,0.966203994265
609,0.196688725379,0.271862871473,0.270565736058,0.968524173432
610,0.227080043752,0.299213337339,0.297974246631,0.971323377501
611,0.261309083472,0.329840613971,0.328669127429,0.974249719433
612,0.299409980532,0.363864568093,0.362768782495,0.977134897876
613,0.341306397803,0.401302414018,0.400288822194,0.9799135202
614,0.386795873037,0.442049553643,0.441122960713,0.982219022933
615,0.435537835628,0.485864132057,0.485027627783,0.984327218818
616,0.487046516449,0.532356703161,0.531611686182,0.986396161757
617,0.540689836857,0.580986234709,0.580332481906,0.988506528712
618,0.595695123338,0.631063408531,0.6304991808,0.991357491091
619,0.651162159634,0.68176179893,0.681283973133,0.994334462377
620,0.706083674258,0.732137059474,0.731741275399,0.997052381581
621,0.75937289314,0.781153743696,0.7808345544,0.999289712714
622,0.80989729759,0.827718864005,0.827469877864,1.0
623,0.856517254922,0.870720795265,0.870534798293,0.999880591146
624,0.898127773218,0.909071696271,0.908940743795,0.999342339453
625,0.933701311205,0.941751292422,0.941666759762,0.998569785878
626,0.962329381839,0.967849668332,0.967802250886,0.99835702101
627,0.983260647199,0.986606682331,0.986586336219,0.998217638312
628,0.995933323967,0.99744574534,0.997441560679,0.997857153837
629,1.0,1.0,1.0,0.997157287687
630,0.99534338638,0.994129373335,0.99412023388,0.995619562175
631,0.982082065308,0.979927525965,0.979894212321,0.993538200716
632,0.960565901637,0.957718340857,0.957643660847,0.991100696922
633,0.931361417057,0.928042236513,0.927906313047,0.98837913032
634,0.895228031184,0.891633203111,0.89141287354,0.985732595899
635,0.853086605912,0.849387998148,0.849056153526,0.982923925965
636,0.805982148273,0.802329360727,0.801854244751,0.97979176659
637,0.755042803388,0.751565381924,0.750909876862,0.976263604034
638,0.701437387058,0.698247287215,0.697368222246,0.972161236864
639,0.646333665446,0.643527844859,0.642375370426,0.967525741727
640,0.590859399612,0.588522424152,0.587039503605,0.962371273999
641,0.536067859713,0.534274414626,0.532396490743,0.956678815106
642,0.482909110864,0.48172631513,0.479381213249,0.950256702983
643,0.43220791867,0.431697349172,0.428805479713,0.943272023183
644,0.38464865698,0.384867999757,0.381342919982,0.935847658271
645,0.340767160707,0.341771420147,0.337520807371,0.928052214062
646,0.300949083597,0.302791297496,0.297718373154,0.919868582523
647,0.265434017566,0.26816544648,0.262170872284,0.911458899168
648,0.234324419553,0.237994202707,0.230978446926,0.902960983526
649,0.207598277315,0.212252573641,0.204118718077,0.894486602283
650,0.185124421324,0.190805082063,0.181462009808,0.886901143972
651,0.166679443212,0.173422290281,0.162788162745,0.879489284423
652,0.151965293853,0.159798104379,0.147804005407,0.871763661828
653,0.140626785917,0.149567105879,0.136160703634,0.863457842465
654,0.132268395658,0.142321322847,0.127470378966,0.853157330761
655,0.126469928422,0.137626015083,0.121321557868,0.841872455886
656,0.122800766665,0.135034194034,0.117293170067,0.830229267605
657,0.12083254782,0.134099717355,0.114966945421,0.818532757843
658,0.120150216655,0.134388885979,0.11393815895,0.807959820267
659,0.12036146203,0.135490527849,0.113824741965,0.797835425767
660,0.12110458444,0.137024581215,0.114274816514,0.787800653041
661,0.122054854488,0.138649198253,0.114972726338,0.777730274765
662,0.12292942115,0.140066385092,0.115643637792,0.767131458032
663,0.12349082046,0.141026185439,0.116056776351,0.756296342034
664,0.123549127311,0.141329409502,0.116027355754,0.745374556917
665,0.12296279104,0.140828913168,0.115417252933,0.734420987335
666,0.121638202697,0.139429447573,0.114134486262,0.723807059955
667,0.119528059433,0.13708612667,0.112131568341,0.713223701242
668,0.116628617844,0.13380159807,0.109402826633,0.702495054519
669,0.11297596035,0.129622046347,0.105980812813,0.691522509785
670,0.108641432221,0.124632202741,0.101931950772,0.679736117722
671,0.103726436982,0.118949575206,0.0973515991976,0.667586853007
672,0.0983567998053,0.112718142471,0.0923587233188,0.655308930679
673,0.0926769186709,0.106101771195,0.0870903782578,0.643029618867
674,0.0868439190669,0.0992776136613,0.0816962013317,0.631255471639
675,0.0810220094532,0.0924297243312,0.0763330921905,0.619664562726
676,0.0753772027875,0.0857430983417,0.0711602290081,0.608124326588
677,0.0700725270845,0.079398287066,0.0663345288836,0.596582049645
678,0.0652637994223,0.0735666899147,0.0620066151353,0.584566262318
679,0.0610959880318,0.0684065633118,0.0583173080307,0.57252967614
680,0.057700141293,0.0640597331362,0.0553946136265,0.560696041592
681,0.0551908254351,0.0606489513471,0.0533511523381,0.549209126935
682,0.0536639883507,0.0582758054556,0.0522819482576,0.538910352088
683,0.0531951576861,0.0570190738912,0.0522624943817,0.52908096259
684,0.053837888044,0.0569334222229,0.0533470184507,0.519432510072
685,0.0556223937501,0.058048353777,0.0555668979484,0.509788660223
686,0.0585543374693,0.0603673606975,0.058929208185,0.49953682391
687,0.0626137867961,0.0638672635857,0.0634154300635,0.489051727829
688,0.0677543955375,0.0684977740309,0.0689803888456,0.478413093672
689,0.073902907921,0.0741813585116,0.0755515361922,0.467641155812
690,0.0809591166543,0.0808135182279,0.0830287192356,0.456435611837
691,0.0887964245298,0.0882636220571,0.091284597401,0.445230719183
692,0.0972631602835,0.0963764348654,0.100165866363,0.434223133377
693,0.106184780528,0.104974468519,0.109495426824,0.423574685983
694,0.115367050695,0.113861247815,0.119075593766,0.414066918806
695,0.124600241099,0.122825530101,0.128692381604,0.405040868657
696,0.133664303538,0.131646449622,0.138120826569,0.39634204219
697,0.142334915214,0.140099481319,0.147131225637,0.387864578028
698,0.15039019718,0.14796304107,0.155496088797,0.379080081135
699,0.157617841717,0.155025467717,0.162997526156,0.370456200007
700,0.163822324492,0.161092074239,0.169434731022,0.362084445247
701,0.16883183942,0.165991917452,0.174631181365,0.354036939802
702,0.172504581879,0.169583922708,0.178441169746,0.347095160346
703,0.174734021614,0.171762014591,0.180755288647,0.340344695585
704,0.175452850641,0.172458946949,0.181504544088,0.333555194984
705,0.174635360831,0.171648592985,0.180662842649,0.326487797414
706,0.172298095771,0.169346543831,0.178247690494,0.317768367492
707,0.16849872485,0.165608964998,0.17431905016,0.308846094492
708,0.163333195966,0.160529766301,0.168976413401,0.299988345696
709,0.156931328078,0.154236243533,0.162354256986,0.291517025662
710,0.149451097581,0.146883441113,0.154616144407,0.284628524265
711,0.141071945905,0.13864755698,0.145947812526,0.278158822287
712,0.13198748454,0.129718758918,0.136549632704,0.2719481941
713,0.122397994797,0.120293802204,0.12662885776,0.2658316818
